"actor_imdb_id","name","gender","birthday","actor_race"
"nm0043076","Rick Avery","m","undefined","-"
"nm0043892","Peter Aylward","m","undefined","-"
"nm1215340","Margaret Baker","f","1976-11-24","-"
"nm1144885","Amy Beth Bennett","f","undefined","-"
"nm0071630","Brian Bennett","m","undefined","-"
"nm1363060","Camille Bennett","f","1977-9-23","-"
"nm4429625","Greg Beville","m","undefined","-"
"nm0938198","Andy Bray","m","1982-1-9","-"
"nm0113909","Jophery C. Brown","m","1945-1-22","-"
"nm0150345","Jacob Chambers","m","undefined","-"
"nm0163510","Jillian Clare","f","undefined","-"
"nm0178875","Chris Coppola","m","undefined","-"
"nm2590544","Cody Cundiff","m","1982-4-25","-"
"nm0198949","Una Damon","f","undefined","-"
"nm0206904","Chandra De Alessandro","f","undefined","-"
"nm0206905","Mark De Alessandro","m","undefined","-"
"nm3321765","Michael Patrick Dobkins","m","undefined","-"
"nm1369480","Patrick Coleman Duncan","m","1963-7-25","-"
"nm2328849","Marcus Edward","m","undefined","-"
"nm0263472","R.C. Everbeck","m","1969-11-5","-"
"nm4672163","James Furlong","m","undefined","-"
"nm1472884","Peter Genovese","m","1975-12-19","-"
"nm2047235","Marcus Gorman","m","1982-11-18","-"
"nm0346044","Juan Guerra","m","1982-1-10","-"
"nm1906367","Roman Güttinger","m","undefined","-"
"nm0356013","Randy Hall","m","undefined","-"
"nm1035503","Jesse Heiman","m","1978-5-23","-"
"nm1729561","Tia Dionne Hodge","f","undefined","-"
"nm0413743","Kevin Jackson","m","undefined","-"
"nm0416713","Loren Janes","m","1931-10-1","-"
"nm0424499","Andray Johnson","m","1961-3-10","-"
"nm1034386","Claudia Katz","f","1971-7-12","-"
"nm0459366","Erik Kleven","m","undefined","-"
"nm1077087","Frederick E. Kowalo","m","1969-5-22","-"
"nm3196329","Kathy Krantz","f","undefined","-"
"nm1537846","Pete Macnamara","m","undefined","-"
"nm2614006","Anthony J. Maldonado","m","undefined","-"
"nm2131434","Lynnette Marshall","f","undefined","-"
"nm0569503","Ryan McGonagle","m","undefined","-"
"nm2577063","Kara McLeod","f","undefined","-"
"nm0274983","Joy Michelle Moore","f","1965-12-28","-"
"nm1009211","Justin Neill","m","1981-6-8","-"
"nm1471303","Philip Ng","m","1977-4-20","-"
"nm0649703","Debra Orenstein","f","undefined","-"
"nm1103549","Gary Otto","m","1979-7-9","-"
"nm1740731","Richard Par","m","1979-10-4","-"
"nm2454462","Brian J. Patterson","m","undefined","-"
"nm1770216","Leroy Patterson","m","1982-10-10","-"
"nm0679357","Martin Pfefferkorn","m","undefined","-"
"nm2599254","Argenis Pirela","m","1958-6-13","-"
"nm4626794","Anthony Pittman","m","undefined","-"
"nm1983056","Lance Polland","m","1976-6-21","-"
"nm2526462","January Pugh","f","undefined","-"
"nm1176417","Sumner Redstone","m","1923-5-27","White"
"nm0777435","Scott L. Schwartz","m","0-3-16","-"
"nm0801367","Robair Sims","m","undefined","-"
"nm2555075","Richard Stephens","m","1976-7-12","-"
"nm0840412","Tammi Sutton","f","1971-10-21","-"
"nm1082524","Lindsay Thompson","f","undefined","-"
"nm0882054","Benny Urquidez","m","1952-6-20","-"
"nm0884833","Sean Valla","m","1967-8-10","-"
"nm0908604","Derek C. Wallace","m","1979-1-12","-"
"nm0006441","Dick Warlock","m","1940-2-5","-"
"nm1903303","Graig F. Weich","m","undefined","-"
"nm0930172","Brian J. Williams","m","undefined","-"
"nm1073869","John Wojnowski III","m","1975-10-17","-"
"nm0001772","Patrick Stewart","m","1940-7-13","White"
"nm0000408","Jonathan Frakes","m","1952-8-19","White"
"nm0000996","LeVar Burton","m","1957-2-16","Black"
"nm0000373","Michael Dorn","m","1952-12-9","Black"
"nm0000533","Gates McFadden","f","1949-3-2","White"
"nm0000642","Marina Sirtis","f","1955-3-29","White"
"nm0000532","Malcolm McDowell","m","1943-6-13","White"
"nm0001150","James Doohan","m","1920-3-3","White"
"nm0000479","Walter Koenig","m","1936-9-14","White"
"nm0000638","William Shatner","m","1931-3-22","White"
"nm0001688","Alan Ruck","m","1956-7-1","White"
"nm0453492","Jacqueline Kim","f","1965-3-31","-"
"nm0001280","Jenette Goldstein","f","1960-2-4","-"
"nm0465664","Thomas Kopache","m","1945-10-17","-"
"nm0750913","Tim Russ","m","1956-6-22","Black"
"nm0385809","Tommy Hinkley","m","1960-5-31","-"
"nm0003289","John Putch","m","1961-7-27","White"
"nm0417973","Christine Jansen","f","undefined","-"
"nm0533053","Michael Mack","m","undefined","-"
"nm0852256","Dendrie Taylor","f","undefined","-"
"nm0946686","Patti Yasutake","f","1953-9-6","-"
"nm0024707","Granville Ames","m","undefined","-"
"nm0550910","Henry Marshall","m","undefined","-"
"nm0663038","Brittany Parkyn","f","undefined","-"
"nm0000854","Majel Barrett","f","1932-2-23","White"
"nm0545277","Barbara March","f","undefined","-"
"nm0909657","Gwynyth Walsh","f","undefined","-"
"nm0404663","Rif Hutton","m","1962-11-28","-"
"nm0859921","Brian Thompson","m","1959-8-28","White"
"nm0470962","Jim Krestalude","m","undefined","-"
"nm0506225","Judy Levitt","f","1940-9-1","-"
"nm0517606","Kristopher Logan","m","1960-11-30","-"
"nm0885934","Gwen Van Dam","f","undefined","-"
"nm0102963","Kim Braden","f","1949-0-0","-"
"nm0588110","Christopher James Miller","m","1983-7-14","-"
"nm0172522","Matthew Collins","m","undefined","-"
"nm0172556","Mimi Collins","f","undefined","-"
"nm0215281","Thomas Dekker","m","1987-12-28","White"
"nm0251036","Madison Eginton","f","1989-8-28","-"
"nm0352374","Olivia Hack","f","1983-6-16","-"
"nm0017841","Sam Alejan","m","undefined","-"
"nm1648001","David Keith Anderson","m","undefined","-"
"nm3086341","Lena Banks","f","undefined","-"
"nm1564906","Scott Barry","m","undefined","-"
"nm0072005","Rina Bennett","f","undefined","-"
"nm0122062","Carl David Burks","m","undefined","-"
"nm0131471","Cameron","f","undefined","White"
"nm1006740","Tracee Cocco","f","undefined","-"
"nm0224726","Steve Diamond","m","undefined","-"
"nm0258889","Tarik Ergin","m","1961-6-7","-"
"nm0000155","Whoopi Goldberg","f","1955-11-13","Black"
"nm1648178","Grace Harrell","f","undefined","-"
"nm0398473","Kerry Hoyt","m","1962-7-4","-"
"nm1452877","Randy James","m","undefined","-"
"nm0440678","Dale Kasman","f","undefined","-"
"nm0506714","Stewart Lew","m","undefined","-"
"nm2387997","Lorine Mendell","f","undefined","-"
"nm0703882","Jerry L. Quinn","m","undefined","-"
"nm2535993","Keith Rayve","m","undefined","-"
"nm0716349","Raul Reformina","m","undefined","-"
"nm0759352","Lynn Salvatori","f","1954-8-8","-"
"nm0765602","Richard Sarstedt","m","1942-3-25","-"
"nm0806713","Penny Smartt-Juday","f","undefined","-"
"nm2045840","John Alex Tampoya","m","undefined","-"
"nm0870509","Dennis Tracy","m","1939-7-28","-"
"nm1849645","Guy Vardaman","m","undefined","-"
"nm0000559","Leonard Nimoy","m","1931-3-26","White"
"nm0001420","DeForest Kelley","m","1920-1-20","White"
"nm0001786","George Takei","m","1937-4-20","Asian"
"nm0629667","Nichelle Nichols","f","1932-12-28","Black"
"nm0193495","Robin Curtis","f","1956-6-15","-"
"nm0125190","Merritt Butrick","m","1959-9-3","White"
"nm0606862","Phil Morris","m","1959-4-4","Black"
"nm0569372","Scott McGinnis","m","1958-11-19","-"
"nm0393666","Robert Hooks","m","1937-4-18","Black"
"nm0828186","Carl Steven","m","1974-11-7","-"
"nm0693071","Vadia Potenza","m","1971-4-22","-"
"nm0542603","Stephen Manley","m","1965-2-13","-"
"nm0202926","Joe W. Davis","m","undefined","-"
"nm0794399","Cathie Shirriff","f","undefined","-"
"nm0000502","Christopher Lloyd","m","1938-10-22","White"
"nm0514093","Stephen Liska","m","undefined","-"
"nm0128170","David Cadiente","m","1937-12-11","-"
"nm0191857","Bob K. Cummings","m","undefined","-"
"nm0725079","Branscombe Richmond","m","1955-8-8","American Aborigine"
"nm0020912","Phillip R. Allen","m","1939-3-26","-"
"nm0605249","Jeanne Mori","f","undefined","-"
"nm0545183","Mario Marcelino","m","undefined","-"
"nm0587863","Allan Miller","m","1929-2-14","-"
"nm0859510","Sharon Thomas Cain","f","1946-6-3","-"
"nm0311479","Conroy Gedeon","m","undefined","-"
"nm0797725","James Sikking","m","1934-3-5","-"
"nm0001208","Miguel Ferrer","m","1955-2-7","Hispanic"
"nm0501697","Mark Lenard","m","1924-10-15","White"
"nm0089671","Katherine Blum","f","undefined","-"
"nm0000752","Judith Anderson","f","1897-2-10","White"
"nm0265005","Gary Faga","m","1953-11-23","-"
"nm0788195","Doug Shanklin","m","undefined","-"
"nm0926298","Grace Lee Whitney","f","1930-4-1","White"
"nm0896156","Teresa E. Victor","f","1943-9-26","-"
"nm0071790","Harve Bennett","m","1930-8-17","-"
"nm0243804","Judi M. Durand","f","undefined","-"
"nm1083215","Jessica Biscardi","f","undefined","-"
"nm0086888","Steve Blalock","m","undefined","-"
"nm0180891","Charles Correll","m","1944-1-23","White"
"nm0427428","Al Jones","m","undefined","-"
"nm2171097","Claudia Lowndes","f","undefined","-"
"nm0543877","Eric Mansker","m","undefined","-"
"nm0626256","Danny Nero","m","1952-6-22","-"
"nm0653023","Dennis Ott","m","1958-6-13","-"
"nm0737101","Nanci Rogers","f","undefined","-"
"nm0753494","Kimberly L. Ryusaki","f","1960-0-0","-"
"nm0812590","Rebecca Soladay","f","undefined","-"
"nm0923388","Philip Weyland","m","undefined","-"
"nm0943553","Jane Wyatt","f","1910-8-12","White"
"nm0382819","Catherine Hicks","f","1951-8-6","White"
"nm0254006","Robert Ellenstein","m","1923-6-18","-"
"nm0676349","Brock Peters","m","1927-7-2","Black"
"nm0811523","Michael Snyder","m","undefined","-"
"nm0077720","Michael Berryman","m","1948-9-4","White"
"nm0109862","Mike Brislane","m","undefined","-"
"nm0005553","Jane Wiedlin","f","1958-5-20","White"
"nm0025398","Vijay Amritraj","m","1953-12-14","-"
"nm0709142","Nick Ramus","m","1929-9-9","-"
"nm0324894","Thaddeus Golas","m","undefined","-"
"nm0685589","Marty Pistone","m","undefined","-"
"nm0222323","Scott DeVenney","m","1947-9-27","-"
"nm0830390","Viola Kates Stimpson","f","1906-10-25","-"
"nm0747933","Phil Rubenstein","m","1940-8-3","-"
"nm0592118","John Miranda","m","1926-5-27","-"
"nm0461485","Joe Knowland","m","1930-7-26","-"
"nm0765331","Bob Sarlatte","m","undefined","-"
"nm0497258","Everett Lee","m","1928-7-24","-"
"nm0362140","Richard Harder","m","undefined","-"
"nm0378261","Alex Henteloff","m","1942-5-23","White"
"nm0250415","Tony Edwards","m","undefined","-"
"nm0808188","Eve Smith","f","1905-8-31","-"
"nm0615996","Tom Mustin","m","undefined","-"
"nm0438940","Greg Karas","m","1961-5-25","-"
"nm0802027","Raymond Singer","m","1948-12-21","-"
"nm0254004","David Ellenstein","m","undefined","-"
"nm0579581","James Menges","m","undefined","-"
"nm0857130","Kirk R. Thatcher","m","undefined","-"
"nm0504467","Jeff Lester","m","1955-5-4","-"
"nm0484880","Joe Lando","m","1961-12-9","White"
"nm2923876","Newell Tarrant","m","undefined","-"
"nm0863761","Mike Timoney","m","1957-3-11","-"
"nm0552497","Jeffrey Martin","m","undefined","-"
"nm0621199","Joseph Naradzay","m","undefined","-"
"nm0953723","Donald W. Zautcke","m","undefined","-"
"nm0011495","Joseph Adamson","m","undefined","-"
"nm0220905","Monique DeSart","f","undefined","-"
"nm5108117","Michael DiMente","m","undefined","-"
"nm6377106","Anthony J Sacco","m","undefined","-"
"nm6472784","Layla Sarakalo","f","undefined","-"
"nm0801672","Madge Sinclair","f","1938-4-28","Black"
"nm0000719","F. Murray Abraham","m","1939-10-24","Middle Eastern"
"nm0614220","Donna Murphy","f","1959-3-7","White"
"nm0001875","Anthony Zerbe","m","1936-5-20","White"
"nm0001344","Gregg Henry","m","1952-5-6","White"
"nm0446298","Daniel Hugh Kelly","m","1952-8-10","White"
"nm0919616","Michael Welch","m","1987-7-25","White"
"nm0212636","Mark Deakins","m","undefined","-"
"nm0633318","Stephanie Niznik","f","1967-5-20","-"
"nm0395649","Michael Horton","m","undefined","-"
"nm0294050","Bruce French","m","1945-7-4","-"
"nm0331044","Breon Gorman","f","1954-8-30","-"
"nm0396183","John Hostetter","m","1946-10-6","-"
"nm0941796","Rick Worthy","m","1967-3-12","-"
"nm0027055","Larry Anderson","m","1952-9-22","-"
"nm0940555","D. Elliot Woods","m","1969-8-15","-"
"nm0876611","Jennifer Tung","f","1973-5-3","-"
"nm0083541","Raye Birk","m","1943-5-27","-"
"nm0587323","Peggy Miley","f","1941-7-5","-"
"nm0036697","Lee Arnone","f","undefined","-"
"nm0002554","Claudette Nevins","f","1937-4-10","-"
"nm0342858","Max Grodénchik","m","1952-11-12","-"
"nm0688849","Greg Poland","m","undefined","-"
"nm0250145","Kenneth Lane Edwards","m","undefined","-"
"nm0750826","Joseph Ruskin","m","1924-4-14","-"
"nm0931955","Zachary Williams","m","1994-0-0","-"
"nm0922877","McKenzie Westmore","f","1977-4-26","-"
"nm0322064","Phillip Glasser","m","1978-10-4","-"
"nm0001734","Armin Shimerman","m","1949-11-5","White"
"nm1814093","Kirk Alexander","m","undefined","-"
"nm0055961","Patrick Barnitt","m","1967-5-23","-"
"nm1595676","Michael Braveheart","m","undefined","-"
"nm0119169","Rico Bueno","m","undefined","-"
"nm0190947","Lorella Cuccarini","f","1965-8-10","-"
"nm0200092","Steven E. Daniels","m","undefined","-"
"nm2699534","Evan English","m","undefined","-"
"nm1975174","Richard Givens","m","undefined","-"
"nm2090405","Clint Glenn Hummel","m","undefined","-"
"nm1931673","John Jurgens","m","undefined","-"
"nm1478469","Sarah Krasner","f","1968-6-29","-"
"nm0508465","Linda Li","f","undefined","-"
"nm2804164","Marti Matulis","m","1970-7-4","-"
"nm0563842","Michael McAdam","m","0-11-10","-"
"nm0587873","Amy Miller","f","1973-7-13","-"
"nm3170212","Marilyn Monrovia","f","undefined","-"
"nm0603780","Tom Morello","m","1964-5-30","Multiracial"
"nm1031132","Mark Munoz","m","undefined","-"
"nm0613061","Michael Munoz","m","undefined","-"
"nm0614525","Meredith Murphy","f","undefined","-"
"nm0616466","Mario Muñoz","m","undefined","-"
"nm1985913","Zorab Ovsepyan","m","undefined","-"
"nm2025663","Shepard Ross","m","undefined","-"
"nm0005569","Alfre Woodard","f","1952-11-8","Black"
"nm0000342","James Cromwell","m","1940-1-27","White"
"nm0000481","Alice Krige","f","1954-6-28","White"
"nm0574160","Marnie McPhail","f","1966-7-4","-"
"nm0000585","Robert Picardo","m","1953-10-27","White"
"nm0776239","Dwight Schultz","m","1947-11-24","White"
"nm0004395","Adam Scott","m","1973-4-3","White"
"nm0790436","Jack Shearer","m","undefined","-"
"nm0825749","Eric Steinberg","m","undefined","-"
"nm0835233","Scott Strozier","m","undefined","-"
"nm0079782","Victor Bevine","m","1954-4-23","-"
"nm0184748","David Cowgill","m","1960-12-8","-"
"nm0369761","Scott Haven","m","undefined","-"
"nm0374942","Annette Helde","f","undefined","-"
"nm0061615","C.J. Bau","m","undefined","-"
"nm0371042","Hillary Hayes","f","undefined","-"
"nm1592409","Julie Morgan","f","undefined","-"
"nm0740001","Ronnie Rondell Jr.","m","1937-2-10","-"
"nm0823155","Don Stark","m","1954-7-5","White"
"nm0292979","Cully Fredricksen","m","undefined","-"
"nm0471382","Tamara Lee Krinsky","f","undefined","-"
"nm0278877","Don Fischer","m","undefined","-"
"nm0395496","J.R. Horsting","m","undefined","-"
"nm0416554","Heinrich James","m","undefined","-"
"nm0658110","Andrew Palmer","m","undefined","-"
"nm0917823","Jon David Casey","m","1970-4-13","-"
"nm0199965","Dan Woren","m","1952-1-8","-"
"nm0951563","Robert Zachar","m","undefined","-"
"nm0025739","Joey Anaya","m","undefined","-"
"nm0098079","Mike Boss","m","undefined","-"
"nm0103804","Brannon Braga","m","1965-8-14","-"
"nm0178494","Jeff Coopwood","m","1958-6-29","-"
"nm0220301","Steve DeRelian","m","undefined","-"
"nm1689876","Noelle Hannibal","f","undefined","-"
"nm1329724","Thomas Robinson Harper","m","undefined","-"
"nm0455374","Wayne King","m","1965-0-0","-"
"nm0998988","James Mapes","m","undefined","-"
"nm1470610","Dan McGee","m","undefined","-"
"nm0601822","Ronald D. Moore","m","1964-7-5","-"
"nm0651188","Louis Ortiz","m","undefined","-"
"nm0680392","Ethan Phillips","m","1955-2-8","White"
"nm3817574","Gregory Sweeney","m","undefined","-"
"nm0880201","Ray Uhler","m","undefined","-"
"nm0953651","Michael Zaslow","m","1942-11-1","-"
"nm0000326","Kim Cattrall","f","1956-8-21","White"
"nm0751762","Leon Russom","m","1941-12-6","-"
"nm0001748","Kurtwood Smith","m","1943-7-3","White"
"nm0001626","Christopher Plummer","m","1929-12-13","White"
"nm0221554","Rosanna DeSoto","f","1950-9-2","-"
"nm0001831","David Warner","m","1941-7-29","White"
"nm0744387","Paul Rossilli","m","1948-10-15","-"
"nm0247691","Robert Easton","m","1930-11-23","-"
"nm0790829","Clifford Shegog","m","undefined","-"
"nm0792003","William Morgan Sheppard","m","1932-8-24","-"
"nm0692048","Brett Porter","m","1956-12-31","-"
"nm0731230","Jeremy Roberts","m","1954-0-0","-"
"nm0091480","Michael Bofshever","m","1950-10-12","-"
"nm0863007","Angelo Tiffe","m","undefined","-"
"nm0472928","Boris Lee Krutonog","m","1960-7-26","-"
"nm0000225","Christian Slater","m","1969-8-18","White"
"nm0408081","Iman","f","1955-7-25","Black"
"nm0604426","Tom Morga","m","1941-11-27","-"
"nm0117245","Todd Bryant","m","1963-10-8","-"
"nm0089183","John Bloom","m","1944-2-19","White"
"nm0091243","Jim Boeke","m","1938-9-11","-"
"nm0149118","Carlos Cestero","m","1949-5-4","-"
"nm0166221","Edward Clements","m","undefined","-"
"nm0426721","Katie Johnston","f","undefined","-"
"nm0257005","Doug Engalla","m","1957-3-9","-"
"nm0400117","Matthias Hues","m","1959-2-14","-"
"nm0377666","Darryl Henriques","m","undefined","-"
"nm0649328","David Orange","m","undefined","-"
"nm0787695","Shakti Chen","f","1958-5-15","-"
"nm0065183","John Beck","m","1943-1-28","White"
"nm0159988","Barron Christian","m","1945-12-18","-"
"nm0169712","Robert Cohen","m","undefined","-"
"nm0202835","BJ Davis","m","1952-8-14","-"
"nm1042743","Douglas Dunning","m","undefined","-"
"nm1665968","Trent Christopher Ganino","m","undefined","-"
"nm0546059","Alan Marcus","m","undefined","-"
"nm0696877","Douglas Price","m","1964-7-19","-"
"nm0830333","Eric A. Stillwell","m","1962-11-9","-"
"nm1173905","J.D. Walters","m","1968-8-13","-"
"nm0000008","Marlon Brando","m","1924-4-3","White"
"nm0000199","Al Pacino","m","1940-4-25","White"
"nm0001001","James Caan","m","1940-3-26","White"
"nm0144710","Richard S. Castellano","m","1933-9-4","White"
"nm0001330","Sterling Hayden","m","1916-3-26","White"
"nm0549134","John Marley","m","1907-10-17","White"
"nm0002017","Richard Conte","m","1910-3-24","White"
"nm0504803","Al Lettieri","m","1928-2-24","-"
"nm0000473","Diane Keaton","f","1946-1-5","White"
"nm0001820","Abe Vigoda","m","1921-2-24","White"
"nm0001735","Talia Shire","f","1946-4-25","White"
"nm0751625","Gianni Russo","m","1943-12-12","White"
"nm0001030","John Cazale","m","1935-8-12","White"
"nm0094036","Rudy Bond","m","1912-10-1","White"
"nm0553887","Al Martino","m","1927-10-7","-"
"nm0455088","Morgana King","f","1930-6-4","-"
"nm0598926","Lenny Montana","m","1926-3-13","-"
"nm0553908","John Martino","m","1937-5-5","-"
"nm0181128","Salvatore Corsitto","m","1913-1-9","-"
"nm0109175","Richard Bright","m","1937-6-28","-"
"nm0320413","Tony Giorgio","m","1923-9-27","-"
"nm0515372","Tere Livrano","f","undefined","-"
"nm0719353","Victor Rendina","m","1916-12-28","-"
"nm0512642","Jeannie Linero","f","1945-8-0","-"
"nm0339589","Julie Gregg","f","1944-1-24","-"
"nm0792132","Ardell Sheridan","f","undefined","-"
"nm0824940","Simonetta Stefanelli","f","1954-11-30","White"
"nm0408636","Angelo Infanti","m","1939-2-16","-"
"nm0301403","Corrado Gaipa","m","1924-3-13","-"
"nm0162948","Franco Citti","m","1935-4-23","-"
"nm0882237","Saro Urzì","m","1913-2-24","-"
"nm5981184","Norm Bacchiocchi","m","undefined","-"
"nm0104967","Max Brandt","m","undefined","-"
"nm0012736","Tybee Brascia","f","1932-2-12","-"
"nm0178874","Carmine Coppola","m","1910-6-11","-"
"nm0178887","Gian-Carlo Coppola","m","1963-9-17","-"
"nm0178889","Italia Coppola","f","1912-12-12","-"
"nm0178910","Roman Coppola","m","1965-4-22","-"
"nm0001068","Sofia Coppola","f","1971-5-14","White"
"nm0182539","Don Costello","m","undefined","-"
"nm0196872","Robert Dahdah","m","1926-3-8","-"
"nm5217597","Richard Fass","m","undefined","-"
"nm0292875","Gray Frederickson","m","undefined","-"
"nm0003003","Ron Gilbert","m","undefined","-"
"nm0332630","Anthony Gounaris","m","undefined","-"
"nm0342519","Joe Lo Grippo","m","1939-4-3","-"
"nm0343780","Sonny Grosso","m","undefined","-"
"nm0348927","Louis Guss","m","1918-1-4","-"
"nm2361496","Merril E. Joels","m","1909-1-19","-"
"nm0432921","Randy Jurgensen","m","1933-12-7","-"
"nm0268094","Tony King","m","1947-5-6","-"
"nm1711180","Peter Lemongello","m","undefined","-"
"nm0513401","Tony Lip","m","1930-7-30","-"
"nm0532167","Frank Macetta","m","undefined","-"
"nm0553778","Lou Martini Jr.","m","undefined","-"
"nm0553937","Raymond Martino","m","undefined","-"
"nm0575453","Joseph Medaglia","m","1933-6-10","-"
"nm0605866","Carol Morley","f","undefined","-"
"nm0678385","Rick Petrucelli","m","1942-8-10","-"
"nm0678393","Joe Petrullo","m","undefined","-"
"nm0723997","Burt Richards","m","1939-5-29","-"
"nm0724319","Sal Richards","m","undefined","-"
"nm0743159","Tom Rosqui","m","1928-6-12","-"
"nm0749429","Nino Ruggeri","m","undefined","-"
"nm0803370","Frank Sivero","m","1952-1-6","-"
"nm0816628","Filomena Spagnuolo","f","1903-12-4","-"
"nm0818874","Joe Spinell","m","1936-10-28","White"
"nm0868442","Gabriele Torrei","m","undefined","-"
"nm0885014","Nick Vallelonga","m","1959-9-13","-"
"nm0796439","Ed Vantura","m","1956-0-0","-"
"nm2096458","Ron Veto","m","undefined","-"
"nm1417330","Matthew Vlahakis","m","undefined","-"
"nm0945192","Conrad Yama","m","1919-10-8","-"
"nm0000569","Gwyneth Paltrow","f","1972-9-27","White"
"nm0000179","Jude Law","m","1972-12-29","White"
"nm0000949","Cate Blanchett","f","1969-5-14","White"
"nm0000450","Philip Seymour Hoffman","m","1967-7-23","White"
"nm0748207","Sergio Rubini","m","1959-12-21","White"
"nm0922927","Celia Weston","f","1951-12-14","-"
"nm0278502","Fiorello","m","1960-5-16","White"
"nm0733625","Stefania Rocca","f","1971-4-24","White"
"nm0546515","Ivano Marescotti","m","1946-2-4","-"
"nm0519318","Anna Longhi","f","1934-12-31","-"
"nm0264763","Alessandro Fabrizi","m","undefined","-"
"nm0002059","Lisa Eichhorn","f","1952-2-4","-"
"nm0251098","Gretchen Egolf","f","1973-0-0","-"
"nm0932349","Jack Willis","m","undefined","-"
"nm0097794","Frederick Alexander Bosche","m","undefined","-"
"nm0074490","Dario Bergesio","m","undefined","-"
"nm0438294","Larry Kaplan","m","undefined","White"
"nm0362536","Claire Hardwick","f","undefined","-"
"nm0696341","Antonio Prester","m","1955-9-6","-"
"nm0541569","Lorenzo Mancuso","m","undefined","-"
"nm0541577","Onofrio Mancuso","m","undefined","-"
"nm0714040","Massimo Reale","m","1966-6-29","-"
"nm0142241","Emanuele Carucci Viterbi","m","undefined","-"
"nm0220289","Caterina Deregibus","f","1973-11-14","-"
"nm0097950","Silvana Bosi","f","1934-7-23","-"
"nm0056593","Gianfranco Barra","m","1940-4-5","-"
"nm0769237","Renato Scarpa","m","1939-1-1","-"
"nm0522479","Deirdre Lovejoy","f","1962-6-30","-"
"nm0850211","Brian Tarantina","m","1959-3-27","-"
"nm0054892","Guy Barker","m","undefined","-"
"nm0765968","Bernardo Sassetti","m","1970-6-24","-"
"nm0759736","Perico Sambeat","m","undefined","-"
"nm0129503","Gene Calderazzo","m","undefined","-"
"nm0503346","Joseph Lepore","m","undefined","-"
"nm0321340","Rosario Giuliuni","m","undefined","-"
"nm0657576","Eddy Palerno","m","undefined","-"
"nm0908981","Byron Wallen","m","1969-7-17","-"
"nm1222812","Pete King","m","undefined","White"
"nm0870433","Clark Tracey","m","undefined","-"
"nm0869738","Jean Toussaint","m","undefined","-"
"nm0309054","Geoff Gascoyne","m","undefined","-"
"nm0624512","Carlo Negroni","m","undefined","-"
"nm0278503","Beppe Fiorello","m","1969-3-12","-"
"nm0702759","Marco Quaglia","m","undefined","-"
"nm0889398","Alessandra Vanzi","f","1955-12-7","-"
"nm0744250","Marco Rossi","m","undefined","-"
"nm0884337","Roberto Valentini","m","undefined","-"
"nm0100638","Francesco Bovino","m","undefined","-"
"nm0133906","Stefano Canettieri","m","undefined","-"
"nm0288164","Marco Foti","m","undefined","-"
"nm0863953","Ludovica Tinghi","f","undefined","-"
"nm0659641","Nicola Pannelli","m","undefined","-"
"nm0129227","Paolo Calabresi","m","undefined","-"
"nm0706647","Pietro Ragusa","m","undefined","-"
"nm0256647","Simone Empler","m","undefined","-"
"nm0781111","Gianluca Secci","m","undefined","-"
"nm0749301","Manuel Ruffini","m","1971-12-16","-"
"nm0522737","Pierpaolo Lovino","m","undefined","-"
"nm0224161","Roberto Di Palma","m","undefined","-"
"nm0187375","Cesare Cremonini","m","1970-6-4","-"
"nm0268076","Fabrizia Dal Farra","f","undefined","-"
"nm0283927","Luca Foggiano","m","undefined","-"
"nm1047883","Dominic Fumusa","m","1969-9-13","-"
"nm0339869","Kent Gregory","m","undefined","-"
"nm1122828","Evelina Manna","f","undefined","-"
"nm0805328","Frank Slaten","m","1952-4-19","-"
"nm0000115","Nicolas Cage","m","1964-1-7","White"
"nm0000438","Ed Harris","m","1950-11-28","White"
"nm0817983","John Spencer","m","1946-12-20","White"
"nm0001556","David Morse","m","1953-10-11","White"
"nm0001235","William Forsythe","m","1955-6-7","White"
"nm0000299","Michael Biehn","m","1956-7-31","White"
"nm0000522","Vanessa Marcil","f","1968-10-15","White"
"nm0001525","John C. McGinley","m","1959-8-3","White"
"nm0819440","Gregory Sporleder","m","1964-4-24","-"
"nm0865302","Tony Todd","m","1954-12-4","Black"
"nm0940158","Bokeem Woodbine","m","1973-4-13","Black"
"nm0542363","Jim Maniaci","m","undefined","-"
"nm0446220","Brendan Kelly","m","1964-9-28","-"
"nm0001572","Danny Nucci","m","1968-9-15","White"
"nm0001231","Claire Forlani","f","1971-12-17","White"
"nm0915821","Celeste Weaver","f","undefined","-"
"nm0521974","Todd Louiso","m","1970-1-27","-"
"nm0100762","David Bowe","m","1964-1-4","White"
"nm0470762","Raquel Krelle","f","undefined","-"
"nm0149952","Dennis Chalker","m","1954-7-28","-"
"nm0853549","Marshall R. Teague","m","1953-0-0","-"
"nm0310484","Duffy Gaver","m","undefined","-"
"nm0213882","Steve Decker","m","1960-12-15","-"
"nm0369952","Joseph Hawes","m","undefined","-"
"nm0537256","Mike Mahrer","m","undefined","-"
"nm0762097","Carlos Sandoval","m","undefined","-"
"nm0867038","Rick Toms","m","undefined","-"
"nm0222761","Billy Devlin","m","1969-10-7","-"
"nm0946763","Jack Yates","m","undefined","-"
"nm0727823","Juan A. Riojas","m","undefined","-"
"nm0446526","Joseph Patrick Kelly","m","1963-2-26","-"
"nm0626933","Ingo Neuhaus","m","undefined","-"
"nm0402051","Harry Humphries","m","1940-11-17","-"
